started_at,finished_at,domain,programme_name,provider,status,rows,errors_count,output_csv,summary_json,claim_file,error
2026-06-10T18:39:49Z,2026-06-10T18:39:49Z,shopbrabar.com,Company,Loox,skipped_existing_output,,,/Users/briannasinger/Projects/FWM/FWM_Data/non-amazon/data/step_1_raw_scraping_data/shopbrabar_com/shopbrabar_com_reviews_matching_intake_schema.csv,/Users/briannasinger/Projects/FWM/FWM_Data/non-amazon/data/step_1_raw_scraping_data/shopbrabar_com/shopbrabar_com_reviews_matching_intake_schema_summary.json,,
2026-06-10T18:39:49Z,2026-06-10T18:40:19Z,everleakproof.com,EverLeakProof US,Loox,completed,0,0,/Users/briannasinger/Projects/FWM/FWM_Data/non-amazon/data/step_1_raw_scraping_data/everleakproof_com/everleakproof_com_reviews_matching_intake_schema.csv,/Users/briannasinger/Projects/FWM/FWM_Data/non-amazon/data/step_1_raw_scraping_data/everleakproof_com/everleakproof_com_reviews_matching_intake_schema_summary.json,/Users/briannasinger/Projects/FWM/FWM_Repo/_claims/everleakproof_com_2026-06-10_awin.claim,
