recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score
request_to_join_p1_scrape_likely,236.5,SYS US,stretchyourstory.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear|Womenswear,64.63,0.18,69.1148,no,no,US,https://stretchyourstory.com/,https://www.stretchyourstory.com/products/buttermelt%E2%84%A2-legging-25 | https://www.stretchyourstory.com/products/butterease%E2%84%A2-legging-25 | https://www.stretchyourstory.com/products/butterflow%E2%84%A2-legging-25,no,no,no,no,home_ok,,117991,145.0
request_to_join_p1_scrape_likely,236.2,"Ulivary Fashion Co.,Ltd",ulivarylife.com,Judge.me,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.31,52.9203,yes,yes,US,https://ulivarylife.com,https://ulivarylife.com/products/dream-blush-stripe-robe-dress-set | https://ulivarylife.com/products/blush-lace-stripe-short-pajama-set-with-pockets | https://ulivarylife.com/products/lavender-lace-stripe-short-pajama-set-with-pockets,no,no,no,no,home_ok,,49637,110.0
request_to_join_p1_scrape_likely,236.2,Etalon,shopetalon.com,Yotpo,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.31,52.9171,yes,yes,US,https://shopetalon.com/products/etalon-posture-bra,https://shopetalon.com/products/etalon-2-0-posture-bands | https://shopetalon.com/products/bra-sweatshirt-bundle | https://shopetalon.com/products/etalon-2-0-posture-bras-bundle,no,no,no,no,home_ok,,84487,110.0
request_to_join_p1_scrape_likely,235.4,PerfectDD,perfectdd.com,Judge.me,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,100.00,0.02,51.974,no,yes,US,https://www.perfectdd.com,https://perfectdd.com/products/hunter-high-impact-sports-bra | https://perfectdd.com/products/franci-l-s-button-down-10 | https://perfectdd.com/products/franci-l-s-button-down,no,no,no,no,home_ok,,93511,130.0
request_to_join_p1_scrape_likely,235.0,La Voie,shoplavoie.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://www.shoplavoie.com/,https://www.shoplavoie.com/products/la-voie-sock-white-corsica | https://www.shoplavoie.com/products/la-voie-sock-white-cocoa | https://www.shoplavoie.com/products/seamless-cropped-zip-up-red-currant,no,no,no,no,home_ok,,124046,145.0
request_to_join_p1_scrape_likely,234.6,Adanola UK,adanola.com,Yotpo;Reviews.io;Okendo;Loox,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear|Womenswear,69.20,0.04,31.9328,no,no,GB,https://adanola.com/,https://adanola.com/products/puffer-pouch-marshmallow-white | https://adanola.com/products/soft-modal-halter-neck-tank-top-white | https://adanola.com/products/soft-modal-square-neck-cami-black | https://adanola.com/products/soft-modal-square-neck-cami-petrol-blue | https://adanola.com/products/soft-modal-halter-neck-tank-olive-green,no,no,no,no,http_200;products_json_6,,23775,145.0
request_to_join_p1_scrape_likely,234.1,Bloomers Intimates LLC,bloomersintimates.com,Judge.me,yes,yes,full_bust_lingerie,Clothing,Clothing,96.72,0.24,48.7753,yes,yes,US,https://www.bloomersintimates.com/,https://bloomersintimates.com/products/leakproof-panties-black | https://bloomersintimates.com/products/black-lace-leakproof-underwear | https://bloomersintimates.com/products/boyshort-underwear-black,no,no,no,no,home_ok,,59333,110.0
maybe_join_manual_review_probe,230.0,Loretta Caponi (US),lorettacaponi.it,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Lingerie|Menswear|Womenswear,0.00,0.00,0,no,no,US,https://www.lorettacaponi.it/,,no,no,no,no,http_200;http_404,,85275,230.0
maybe_join_manual_review_probe,230.0,Blackbough Swim,blackboughswim.com,unknown,unknown,yes,swim_shapewear;bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://blackboughswim.com/,,no,no,no,no,http_200;http_404,,122458,230.0
request_to_join_p1_scrape_likely,230.0,LimmiFit (US),limmifit.com,Loox,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Sportswear|Womenswear,0.00,0.00,0,no,yes,US,https://limmifit.com/,https://limmifit.com/products/scallop-high-waisted-leggings | https://limmifit.com/products/scalloped-skort | https://limmifit.com/products/scalloped-edge-sports-bra,no,no,no,no,home_ok,,116537,145.0
request_to_join_p1_scrape_likely,230.0,Colorfulkoala Affiliate Program,colorfulkoala.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Sportswear|Womenswear,0.00,0.00,,no,yes,US,https://colorfulkoala.com/,https://colorfulkoala.com/products/dreamlux-buttery-soft-everyday-workout-leggings-28-w-pockets | https://colorfulkoala.com/products/dreamlux-high-waisted-no-front-seam-25-yoga-leggings-w-contrast-trim | https://colorfulkoala.com/collections/best-selling/products/dreamlux-buttery-soft-high-waist-everyday-workout-leggings-w-pockets-weightless-comfort-7-8-length-25-copy,no,no,no,no,home_ok,,126631,145.0
request_to_join_p1_scrape_likely,230.0,FansJerseyHub,fansjerseyhub1.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Childrenswear|Clothing|Clothing Accessories|DIY|Group Buying|Menswear|Sports Equipment|Sportswear|Womenswear,0.00,0.00,0,no,yes,US,https://fansjerseyhub1.com/,https://fansjerseyhub1.com/products/gunners-third-away-soccer-jersey-2025-26 | https://fansjerseyhub1.com/products/bafana-bafana-away-football-jersey-world-cup-2026 | https://fansjerseyhub1.com/products/japan-2026-world-cup-away-soccer-jersey-long-sleeve,no,no,no,no,home_ok,,126139,145.0
request_to_join_p1_scrape_likely,230.0,duoFIT Maternity Activewear,builtlikeamother.com,Judge.me,yes,yes,maternity_postpartum;bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://builtlikeamother.com,https://builtlikeamother.com/products/marathon-long-sleeved-shirt | https://builtlikeamother.com/products/mimi-pullover | https://builtlikeamother.com/products/kit-x-duofit-3-piece-kitmini,no,no,no,no,home_ok,,59661,145.0
request_to_join_p1_scrape_likely,230.0,Viren Ltd,viren-apparel.myshopify.com,Yotpo;Reviews.io,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Sportswear|Womenswear,0.00,0.00,0,no,yes,US,https://viren-apparel.myshopify.com,https://viren.com/products/ultimate-comfort-workout-set | https://viren.com/products/higher-power-set-stone-beige | https://viren.com/products/higher-power-set,no,no,no,no,home_ok,,110800,145.0
skip_existing_or_refresh_only,230.0,Springrose,springrose.co,Okendo,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.springrose.co,https://www.springrose.co/products/high-waisted-underwear | https://www.springrose.co/products/adaptive-underwear-bundle-2pk | https://www.springrose.co/products/effortless-magnetic-bra-bundle,yes,yes,no,yes,home_ok,,63730,130.0
request_to_join_p1_scrape_likely,230.0,Pickleball Bella (US),pickleballbella.com,Stamped,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Sports Equipment|Sportswear,100.00,1.28,75.1275,no,no,US,https://pickleballbella.com/,https://pickleballbella.com/products/captiva-large-white-pearl-pickleball-sunglasses | https://pickleballbella.com/products/captiva-large-emerald-green-pickleball-sunglasses | https://pickleballbella.com/products/captiva-emerald-green-pickleball-sunglasses,no,no,no,no,home_ok,,123352,110.0
request_to_join_p1_scrape_likely,230.0,JuJu Jams,jujujams.com,Yotpo,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://JuJuJams.com,https://JuJuJams.com/products/emily-robe | https://JuJuJams.com/products/milly-pant-with-ruffle-clearance | https://JuJuJams.com/products/sally-ruffle-petal-nightgown-clearance,no,no,no,no,home_ok,,97353,130.0
request_to_join_p1_scrape_likely,230.0,Swimwear Anywhere,beach2ocean.com,Yotpo,yes,yes,swim_shapewear,Clothing,Clothing,100.00,1.28,70.4616,yes,yes,US,https://www.beach2ocean.com,https://beach2ocean.com/products/coco-reef-verso-high-waist-reversible-bikini-bottom-playa-paradiso | https://beach2ocean.com/products/coco-contours-pacific-sarong-swim-skirt-summer-crochet | https://beach2ocean.com/products/coco-reef-felicity-cover-up-pants-sand-dune-crochet,no,no,no,no,home_ok,,94311,85.0
request_to_join_p1_scrape_likely,228.6,onewith,onewithswim.com,Okendo,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing,100.00,0.18,54.6495,yes,yes,US,https://onewithswim.com,https://onewithswim.com/products/bellows-plunge-high-cut-one-piece-limited-edition-colorway-final-sale | https://onewithswim.com/products/clip-on-blonde-boho-babe-mermaid-extension | https://onewithswim.com/products/clip-on-flower-child-hairjoy-extension,no,no,no,no,home_ok,,44767,105.0
request_to_join_p1_scrape_likely,223.9,Montelle Intimates,montelleintimates.com,Judge.me;Stamped;Yotpo,yes,yes,full_bust_lingerie,Clothing,Clothing,59.33,0.10,36.1106,yes,yes,US,https://montelleintimates.com,https://montelleintimates.com/products/amour-gown-marian-blue | https://montelleintimates.com/products/iconic-boyshort-ash-rose | https://montelleintimates.com/products/sublime-spacer-bra-dahlia,no,no,no,no,home_ok,,88993,110.0
request_to_join_p1_scrape_likely,223.0,commando,wearcommando.com,Okendo,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.40,58.0408,no,yes,US,https://www.wearcommando.com,https://www.wearcommando.com/products/better-than-basic-rib-relaxed-short | https://www.wearcommando.com/products/better-than-basic-rib-bralette | https://www.wearcommando.com/products/better-than-basic-rib-crop-racerback-tank,no,no,no,no,home_ok,,61177,110.0
request_to_join_p1_scrape_likely,222.1,Belly Bandit,bellybandit.com,Judge.me,yes,yes,maternity_postpartum;general_womenswear,Clothing,Clothing,92.40,0.18,52.6891,yes,yes,US,https://bellybandit.com,https://bellybandit.com/products/maternity-leggings-with-bump-support-copy | https://bellybandit.com/products/carry-all-tote | https://bellybandit.com/products/belly-wrap-extender,no,no,no,no,home_ok,,89213,100.0
skip_existing_or_refresh_only,221.2,Gooseberry Intimates Ltd,gooseberryintimates.com,Okendo,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.31,54.3047,no,yes,US,https://gooseberryintimates.com,https://gooseberryintimates.com/products/cozy-pj-set-red | https://gooseberryintimates.com/products/cozy-pj-set-peony | https://gooseberryintimates.com/products/cozy-pj-set-ivory,yes,yes,no,yes,home_ok,,95071,110.0
request_to_join_p1_scrape_likely,221.0,Albion Fit,albionfit.com,Okendo,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing,72.79,0.07,49.2661,yes,yes,US,https://albionfit.com,https://albionfit.com/products/henrys-dog-bandana-sand-bar-blue | https://albionfit.com/products/stripies-101-game-changer-top | https://albionfit.com/products/the-crush-one-piece-black-neo,no,no,no,no,home_ok,,93303,105.0
request_to_join_p1_scrape_likely,217.4,Freddy US,freddystore.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Clothing Accessories|Menswear|Womenswear,96.83,0.15,70.0337,no,no,US,https://freddystore.com/,https://freddystore.com/products/wr-up-snug-jeans-3-button-high-waisted-shorts-pink-sorbet | https://freddystore.com/products/wr-up-snug-jeans-mid-rise-full-length-dark-blue-blue-stitching | https://freddystore.com/products/wr-up-snug-jeans-high-waisted-flare-dark-blue-blue-stitching,no,no,no,no,home_ok,,102051,120.0
maybe_join_manual_review_probe,216.8,Speedo (US),speedo.com,unknown,unknown,yes,swim_shapewear;bottoms_denim_active,Sportswear,Clothing|Sports Equipment|Sportswear,91.01,0.43,66.5303,yes,no,US,https://www.speedo.com/,,no,no,no,no,fetch_error:URLError;fetch_error:URLError,,78784,175.0
request_to_join_p1_scrape_likely,216.8,Embrace Essentials Pte. Limited,wearembrace.com,Judge.me,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.09,51.7363,no,yes,US,https://wearembrace.com,https://wearembrace.com/products/the-nursing-dress-true-navy-maternity | https://wearembrace.com/products/high-neck-bra-top-true-navy | https://wearembrace.com/products/high-neck-bra-top-white,no,no,no,no,home_ok,,57303,110.0
request_to_join_p1_scrape_likely,215.6,Klassy Network,klassyshop.com,Yotpo,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.03,51.8866,no,yes,US,https://klassyshop.com,https://klassyshop.com/products/ribbed-dainty-bn-tank-fl | https://klassyshop.com/products/cotton-tee-fl | https://klassyshop.com/products/off-the-shoulder-long-sleeve,no,no,no,no,home_ok,,92619,110.0
request_to_join_p1_scrape_likely,215.0,PROCLAIM,wearproclaim.com,Stamped,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://wearproclaim.com,https://www.wearproclaim.com/products/organic-cotton-crew-socks | https://www.wearproclaim.com/products/organic-cotton-square-neck-bralette | https://www.wearproclaim.com/products/organic-cotton-mid-rise-brief,no,no,no,no,home_ok,,81757,130.0
request_to_join_p1_scrape_likely,215.0,CAKES body,cakesbody.com,Judge.me;Stamped,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://cakesbody.com,https://cakesbody.com/products/cakes-complete-collection-5-pack | https://cakesbody.com/products/sticky-starter-pack | https://cakesbody.com/products/cakes-tape,no,no,no,no,home_ok,,44141,130.0
request_to_join_p1_scrape_likely,215.0,SABAL,shopsabal.com,Loox;Okendo,yes,yes,swim_shapewear,Clothing,Clothing,100.00,1.98,91.1983,no,yes,US,https://www.shopsabal.com,https://shopsabal.com/products/palm-beach-classic-bikini-bottoms-mediterranean-tile | https://shopsabal.com/products/maui-string-tie-bikini-bottoms-mediterranean-tile | https://shopsabal.com/products/sculpting-hampton-triangle-halter-mediterranean-tile,no,no,no,no,home_ok,,52055,85.0
request_to_join_p1_scrape_likely,214.8,Formal Dress Shops US,formaldressshops.com,Judge.me,yes,yes,dresses_formal;general_womenswear,Womenswear,Clothing|Womenswear,81.82,0.92,58.5396,yes,no,US,https://formaldressshops.com/,https://formaldressshops.com/products/strapless-bow-ball-gown-by-bella-princess-pq1080 | https://formaldressshops.com/products/off-shoulder-ball-gown-by-bella-princess-pq1068 | https://formaldressshops.com/products/off-shoulder-crystal-beaded-corset-organza-ruffle-ball-gown-quinceanera-dress-by-layla-k-lk307,no,no,no,no,home_ok,,102711,90.0
request_to_join_p1_scrape_likely,212.0,Bravissimo,bravissimo.com,Yotpo,yes,yes,full_bust_lingerie,Clothing,Clothing,78.88,0.06,39.3507,no,yes,US,https://www.bravissimo.com/us/?utm_source=Shareasale&utm_medium=affiliate&utm_campaign=shopbravissimolink,https://www.bravissimo.com/us/products/copacabana-bikini-sm172/ | https://www.bravissimo.com/us/products/cancun-bikini-top-sw887/ | https://www.bravissimo.com/us/products/square-neck-strappy-top-st125/,no,no,no,no,home_ok,,96917,110.0
request_to_join_p1_scrape_likely,209.2,Daughter Lessons NYC,daughterlessonsnyc.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.21,0,yes,yes,US,https://www.daughterlessonsnyc.com,https://daughterlessonsnyc.com/products/cruise-bra | https://daughterlessonsnyc.com/products/cruise-shorts | https://daughterlessonsnyc.com/products/capri-suit,no,no,no,no,home_ok,,37208,85.0
skip_existing_or_refresh_only,208.4,A DOMANI,adomanisleep.com,Okendo,yes,yes,maternity_postpartum;general_womenswear,Clothing,Clothing,100.00,0.17,67.8002,no,yes,US,https://ADOMANISLEEP.COM,https://www.adomanisleep.com/products/golden-hour-cool-feel-sleep-mask | https://www.adomanisleep.com/products/straight-leg-sleep-pant | https://www.adomanisleep.com/products/perfectly-short-short-shorts,yes,yes,no,yes,home_ok,,112042,100.0
request_to_join_p1_scrape_likely,208.0,Visual Mood,visualmood.com,Loox;Judge.me,yes,yes,swim_shapewear,Clothing,Clothing,83.12,0.32,46.4298,yes,yes,US,https://www.visualmood.com,https://www.visualmood.com/products/shea-halter-neck-cutout-one-piece-swimsuit-ivory | https://www.visualmood.com/products/shea-halter-neck-cutout-one-piece-swimsuit-mocha | https://www.visualmood.com/products/shea-halter-neck-cutout-one-piece-swimsuit-rust-red,no,no,no,no,home_ok,,89847,85.0
request_to_join_p1_scrape_likely,207.6,Floralkini,floralkini.com,Judge.me,yes,yes,swim_shapewear,Clothing,Clothing,100.00,0.13,56.3691,yes,yes,US,https://www.floralkini.com/collections/2-for-6-99,https://www.floralkini.com/products/fkn26006008e0001-metallic-silver-faux-leather-pointed-toe-mid-calf-stiletto-heel-boots-with-cinching-mechanism | https://www.floralkini.com/products/fkn26005027bs006-two-tone-ruched-triangle-high-cut-bikini-set | https://www.floralkini.com/products/fkn26005027bs005-red-check-mesh-contrast-v-neck-bustier-top-and-and-mini-fold-over-boyshorts,no,no,no,no,home_ok,,62479,85.0
request_to_join_p1_scrape_likely,207.4,Petite Plume,petite-plume.com,Okendo;Stamped,yes,yes,petite_tall;general_womenswear,Clothing,Clothing,96.90,1.15,56.5382,yes,yes,US,https://www.petite-plume.com,https://www.petite-plume.com/products/kids-twill-pajama-short-set-in-white-with-yacht-club-embroidery | https://www.petite-plume.com/products/womens-voile-pareo-in-nautical-knots | https://www.petite-plume.com/products/mens-twill-pajama-short-set-in-white-with-team-usa-embroidery,no,no,no,no,home_ok,,96951,65.0
request_to_join_p1_scrape_likely,207.2,Radia Smart,radiasmart.com,Yotpo,yes,yes,maternity_postpartum,Clothing,Clothing,100.00,0.36,56.4138,yes,yes,US,https://radiasmart.com,https://radiasmart.com/products/rs-10-years-anniversary-blanket-regular | https://radiasmart.com/products/rs-ultimate-100-organic-bucket-hat-black | https://radiasmart.com/products/adult-hooded-poncho-blanket-grey-rf-shielding-5g-anti-radiation,no,no,no,no,home_ok,,60083,80.0
request_to_join_p1_scrape_likely,205.1,Splits59,splits59.com,Okendo;Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,97.31,0.78,55.6264,no,yes,US,https://www.splits59.com,https://www.splits59.com/products/tess-rigor-half-zip-waist-length-3 | https://www.splits59.com/products/taylor-knit-polo-2 | https://www.splits59.com/products/ozzie-rigor-skirt,no,no,no,no,home_ok,,66978,85.0
request_to_join_p1_scrape_likely,203.6,Nazeerah,nazeerah.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.68,54.5914,no,yes,US,https://nazeerah.com,https://nazeerah.com/products/liadan-top | https://nazeerah.com/products/sahla-trouser | https://nazeerah.com/products/damietta-pant,no,no,no,no,home_ok,,84747,85.0
request_to_join_p1_scrape_likely,203.0,Pink Desert,thepinkdesert.com,Okendo,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing,64.00,0.01,0,no,yes,US,https://thepinkdesert.com,https://www.thepinkdesert.com/products/the-vanessa-rose-print-dress | https://www.thepinkdesert.com/products/the-dayana-bow-jean-jacket | https://www.thepinkdesert.com/products/the-liberty-usa-long-sleeve,no,no,no,no,home_ok,,61119,105.0
request_to_join_p1_scrape_likely,202.4,Kitty and Vibe,kittyandvibe.com,Judge.me,yes,yes,swim_shapewear,Clothing,Clothing,66.20,0.21,38.1907,yes,yes,US,https://www.kittyandvibe.com,https://www.kittyandvibe.com/products/preorder-ruched-square-neck-one-piece-in-harbor | https://www.kittyandvibe.com/products/preorder-long-sleeve-rashguard-in-harbor | https://www.kittyandvibe.com/products/brief-bottoms-in-blueberry,no,no,no,no,home_ok,,93431,85.0
request_to_join_p1_scrape_likely,201.4,duet,duetcollection.com,Judge.me,yes,yes,maternity_postpartum,Clothing,Clothing,100.00,0.82,61.7491,no,yes,US,https://duetcollection.com,https://duetcollection.com/products/the-ribbed-nursing-dress | https://duetcollection.com/products/the-modern-nursing-tee | https://duetcollection.com/products/the-modern-nursing-jumpsuit,no,no,no,no,home_ok,,60191,80.0
maybe_join_manual_review_probe,200.0,Tuff Collection,thetuffcollection.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Sportswear|Womenswear,100.00,1.75,74.5085,no,yes,US,https://thetuffcollection.com/,https://thetuffcollection.com/products/girls-starting-line-tight-seafoam-blue | https://thetuffcollection.com/products/girls-starting-line-tight-carbon-black | https://thetuffcollection.com/products/girls-starting-line-tight-lilac | https://thetuffcollection.com/products/girls-starting-line-short-lilac | https://thetuffcollection.com/products/girls-starting-line-short-seafoam-blue,no,no,no,no,http_200;products_json_6,,118453,145.0
request_to_join_p1_scrape_likely,200.0,Qynda Active Wear (US),qynda.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Sportswear,0.00,0.00,0,yes,no,US,https://qynda.com/,https://qynda.com/products/cooldown-coat | https://qynda.com/products/ladina-2-o | https://qynda.com/products/arma,no,no,no,no,home_ok,,78976,110.0
request_to_join_p1_scrape_likely,198.5,FitVille Footwear,thefitville.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Shoes,Clothing Accessories|Menswear|Shoes|Sportswear|Womenswear,22.47,0.20,20.9829,yes,yes,US,https://thefitville.com/?utm_source=affiliate&utm_medium=awin,https://thefitville.com/products/mens-exova-low-v1 | https://thefitville.com/products/rebound-core-sandy-grey | https://thefitville.com/products/fitville-mens-easytop-wings-v2,no,no,no,no,home_ok,,92521,90.0
maybe_join_manual_review_probe,196.8,Uwila Warrior,uwilawarrior.com,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,100.00,1.09,58.2449,yes,yes,US,https://www.uwilawarrior.com,,no,no,no,no,http_429;http_429,,59399,130.0
request_to_join_p1_scrape_likely,196.4,Willit Sports,willitsports.com,Loox;Shopify Product Reviews,yes,yes,bottoms_denim_active,Sportswear,Childrenswear|Clothing|Clothing Accessories|Gifts & Flowers|Green (Eco friendly)|Group Buying|Health & Beauty|Lead Gen|Lingerie|Menswear|Sports Equipment|Sportswear|Womenswear,88.00,0.69,66.0301,no,no,US,https://willitsports.com/?utm_source=awin&utm_medium=affiliate&utm_id=aff_publisher,,no,no,no,no,http_200;products_json_invalid,,111670,90.0
maybe_join_manual_review_probe,195.6,Castore US,us.castore.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Childrenswear|Clothing|Clothing Accessories|Menswear|Sports Equipment|Sportswear|Womenswear,92.88,0.85,0,yes,no,US,https://us.castore.com/,,no,no,no,no,http_403;http_403,,46293,145.0
request_to_join_p1_scrape_likely,195.4,Southern House Clothing,southernhouseboutique.com,Judge.me,yes,yes,plus_curve,Clothing,Clothing,100.00,0.77,61.0765,yes,yes,US,https://Www.southernhouseboutique.com,https://www.southernhouseclothing.com/products/canyon-drift-wild-rag-brown | https://www.southernhouseclothing.com/products/lvsc-260-rd | https://www.southernhouseclothing.com/products/savannah-run-wild-rag-taupe-leopard,no,no,no,no,home_ok,,93871,60.0
request_to_join_p1_scrape_likely,195.0,Selia Richwood,seliarichwood.com,Judge.me,yes,yes,full_bust_lingerie,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://seliarichwood.com,https://seliarichwood.com/products/aida-off-white-loop-top | https://seliarichwood.com/products/aida-off-white-loop-long-dress | https://seliarichwood.com/products/lia-blue-denim-bikini-bottom,no,no,no,no,home_ok,,107794,110.0
request_to_join_p1_scrape_likely,195.0,Non Disclosure Apparel,ndapparel.com,Judge.me,yes,yes,full_bust_lingerie,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://ndapparel.com,https://ndapparel.com/products/womens-white-bralette-elli | https://ndapparel.com/products/womens-pink-bralette-gigi | https://ndapparel.com/products/womens-blue-bralette-gigi,no,no,no,no,home_ok,,76880,110.0
maybe_join_manual_review_probe,194.2,Milanoo (US),milanoo.com,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Jewellery|Lingerie|Menswear|Shoes|Womenswear,79.07,0.17,37.8104,yes,yes,US,https://www.milanoo.com/,,no,no,no,no,http_200;http_404,,18416,150.0
maybe_join_manual_review_probe,194.2,Head (US),head.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sports Equipment,Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,100.00,0.96,66.886,no,yes,US,https://www.head.com/en_US/,,no,no,no,no,http_200;http_404,,27978,145.0
skip_existing_or_refresh_only,192.6,"Larken, LLC",shoplarken.com,Judge.me,yes,yes,maternity_postpartum,Clothing,Clothing,100.00,0.38,57.3806,no,yes,US,https://shoplarken.com,https://shoplarken.com/products/best-postpartum-underwear | https://shoplarken.com/products/larken-twin-bundle | https://shoplarken.com/products/nursing-bra-for-pumping,yes,yes,no,no,home_ok,,94043,80.0
request_to_join_p1_scrape_likely,192.0,Noel Asmar Uniforms (US & Canada),noelasmaruniforms.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Health & Beauty|Sportswear|Womenswear,100.00,0.85,91.949,yes,no,US,https://www.noelasmaruniforms.com/,https://www.noelasmaruniforms.com/products/azure | https://www.noelasmaruniforms.com/products/mila | https://www.noelasmaruniforms.com/products/womens-faux-linen-wide-leg-pant,no,no,no,no,home_ok,,19651,65.0
request_to_join_p1_scrape_likely,191.4,Simple Wishes,simplewishes.com,Judge.me,yes,yes,maternity_postpartum,Clothing,Clothing,100.00,0.32,59.1173,no,yes,US,https://www.simplewishes.com,https://simplewishes.com/products/the-supermom-silhouette-nursing-pumping-t-shirt-bra-midnight | https://simplewishes.com/products/stages-maternity-nursing-beyond-seamless-bra-midnight | https://simplewishes.com/products/stages-maternity-nursing-beyond-seamless-bra-sunkissed-rose,no,no,no,no,home_ok,,39112,80.0
maybe_join_manual_review_probe,191.1,Bogner (Global),bogner.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Menswear|Sportswear|Womenswear,63.57,0.92,29.9347,yes,no,US,https://www.bogner.com/en-us/,,no,no,no,no,http_200;http_404,,6530,145.0
request_to_join_p1_scrape_likely,191.0,BUMPSUIT,bumpsuit.com,Okendo,yes,yes,maternity_postpartum,Clothing,Clothing,100.00,0.30,53.2751,no,yes,US,https://bumpsuit.com,https://www.bumpsuit.com/products/the-cindy-maternity-romper | https://www.bumpsuit.com/products/seamless-tube-dress | https://www.bumpsuit.com/products/the-cloud-crop-maternity-tee,no,no,no,no,home_ok,,93147,80.0
request_to_join_p1_scrape_likely,190.0,BODY by Julia Haart,plusbody.com,Loox;Okendo,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.plusbody.com,https://bodybyjulia.com/products/smooth-rider-boyfriend-tank-red | https://bodybyjulia.com/products/smooth-rider-boyfriend-tank-black-1 | https://bodybyjulia.com/products/smooth-rider-boyfriend-tank-black,no,no,no,no,home_ok,,110918,105.0
request_to_join_p1_scrape_likely,190.0,Sauipe Swim LLC,sauipeswim.com,Yotpo,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.sauipeswim.com,https://www.sauipeswim.com/products/serena-bandeau-bikini-top-terracotta | https://www.sauipeswim.com/products/womans-one-piece-swimsuit-with-molded-cups-copper | https://www.sauipeswim.com/products/womans-one-piece-swimsuit-with-molded-cups-green,no,no,no,no,home_ok,,46417,105.0
