recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score
maybe_join_manual_review_probe,189.5,"OpticsPlanet, Inc",opticsplanet.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Department Stores,Clothing|Department Stores|Gadgets|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,87.40,0.10,57.2317,yes,yes,US,https://www.opticsplanet.com/,,no,no,no,no,http_200;http_404,,46059,145.0
maybe_join_manual_review_probe,187.6,Skate Guru Inc. - US,skates.guru,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sports Equipment,Menswear|Sports Equipment|Sportswear|Womenswear,95.24,0.43,86.2287,yes,no,US,https://skates.guru/,,no,no,no,no,http_200;products_json_invalid,,121114,145.0
request_to_join_p1_scrape_likely,187.0,Cloud Slides,cloudslides.com,Loox,yes,yes,bottoms_denim_active;general_womenswear,Shoes,Clothing|Clothing Accessories|Menswear|Shoes|Sportswear|Womenswear,77.14,0.33,52.7931,no,no,GB,https://cloudslides.com/,https://cloudslides.com/products/cloud-slides | https://cloudslides.com/products/cloud-slides-sandal | https://cloudslides.com/products/cloud-slides-plush-dream,no,no,no,no,home_ok,,117663,90.0
request_to_join_p1_scrape_likely,186.4,Under Armour US,underarmour.com,Bazaarvoice,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Childrenswear|Clothing|Clothing Accessories|Health & Beauty|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,88.08,0.19,45.9197,yes,yes,US,https://www.underarmour.com/en-us/,,no,no,no,no,http_200;http_404,,15431,65.0
request_to_join_p1_scrape_likely,180.8,Vuori Clothing (US & Canada),vuoriclothing.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Green (Eco friendly)|Health & Beauty|Menswear|Sports Equipment|Sportswear|Womenswear,95.02,0.34,69.3232,yes,no,US,https://vuoriclothing.com/,https://vuoriclothing.com/products/coast-short-7-oatmeal | https://vuoriclothing.com/products/womens-villa-pinstripe-wideleg-suede-pinstripe | https://vuoriclothing.com/products/short-sleeve-bridge-button-down-raindrop-stone,no,no,no,no,home_ok,,33371,65.0
request_to_join_p1_scrape_likely,180.6,Elastique Athletics US Program,elastiqueathletics.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Health & Beauty|Sports Equipment|Sportswear|Womenswear,100.00,1.03,82.7021,no,no,US,https://www.elastiqueathletics.com/,https://www.elastiqueathletics.com/products/monte-carlo-bikini-top | https://www.elastiqueathletics.com/products/monte-carlo-skort | https://www.elastiqueathletics.com/products/monte-carlo-tank,no,no,no,no,home_ok,,68948,65.0
maybe_join_manual_review_probe,180.5,365Rider,365rider.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Gadgets|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,81.26,0.21,49.7835,yes,no,ES,https://www.365rider.com/,,no,no,no,no,http_200;http_404,,26763,145.0
maybe_join_manual_review_probe,180.0,THE KRIPT STORE LLC.,thekriptstore.com,unknown,unknown,yes,swim_shapewear;bottoms_denim_active;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.thekriptstore.com,https://thekriptstore.com/products/monroe-sweatpants | https://thekriptstore.com/products/monroe-hoodie | https://thekriptstore.com/products/rava-trackpants | https://thekriptstore.com/products/rava-hoodie | https://thekriptstore.com/products/senja-dress-inferno,no,no,no,no,http_200;products_json_6,,43371,170.0
maybe_join_manual_review_probe,180.0,"Angelique, Inc.",angeliquelingerie.com,unknown,unknown,yes,full_bust_lingerie;plus_curve,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.angeliquelingerie.com,,no,no,no,no,http_200;http_404,,118597,170.0
maybe_join_manual_review_probe,180.0,US Soccer,store.ussoccer.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Menswear|Sports Equipment|Sportswear|Womenswear,100.00,0.00,73.7761,yes,no,US,https://store.ussoccer.com/,https://store.ussoccer.com/products/usasmh2609-new-era-9seventy-red-tonal-usmnt-crest-white-hat | https://store.ussoccer.com/products/usasmh2637-new-era-9seventy-usmnt-gray-rope-hat | https://store.ussoccer.com/products/usasmh2625-new-era-39thirty-usmnt-gray-hat | https://store.ussoccer.com/products/usasnv2630-desert-cactus-usmnt-3x5-red-flag | https://store.ussoccer.com/products/usasyh2204-youth-new-era-usmnt-navy-9fifty-trucker-hat,no,no,no,no,http_200;products_json_6,,45697,145.0
maybe_join_manual_review_probe,179.4,Skimpies US,skimpies.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Sports Equipment|Sportswear|Womenswear,100.00,0.72,85.7387,no,no,US,https://www.skimpies.com,https://skimpies.com/products/the-big-box-subscription | https://skimpies.com/products/big-box-26-count | https://skimpies.com/products/purse-pack-9-count-box | https://skimpies.com/products/big-bog-48-26-count | https://skimpies.com/products/vintage-wash-cotton-t-shirt-1,no,no,no,no,http_200;products_json_6,,107443,145.0
maybe_join_manual_review_probe,178.2,Miinto US,miinto.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Home & Garden|Shoes|Sportswear|Womenswear,85.21,0.06,50.1296,yes,no,US,https://miinto.com/,,no,no,no,no,http_200;products_json_invalid,,81087,145.0
maybe_join_manual_review_probe,177.8,Direct Running - US,direct-running.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Childrenswear|Clothing|Electronic Accessories|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,80.95,0.08,50.9464,yes,no,US,https://direct-running.com/,,no,no,no,no,http_200;http_404,,85613,145.0
request_to_join_p1_scrape_likely,177.0,Nelle Atelier,nelleatelier.com,Judge.me,yes,yes,petite_tall;general_womenswear,Clothing,Clothing,100.00,0.35,53.3117,no,yes,US,https://nelleatelier.com,https://nelleatelier.com/products/nelle-atelier-x-gabi_made-the-claire-vintage-in-sky | https://nelleatelier.com/products/petite-boxy-cropped-jacket-the-miri-jacket-in-indigo-copy | https://nelleatelier.com/products/nelle-atelier-x-gabi-made-custom-claire-vintage-jean,no,no,no,no,home_ok,,67078,65.0
maybe_join_manual_review_probe,176.8,Classic Football Shirts US,classicfootballshirts.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Childrenswear|Clothing|Clothing Accessories|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear,67.00,0.17,51.5231,yes,no,US,http://www.classicfootballshirts.com/,,no,no,no,no,http_403;http_403,,115317,145.0
request_to_join_p1_scrape_likely,176.7,Pietro Brunelli US,pietrobrunelli.it,Judge.me,yes,yes,general_womenswear,Womenswear,Clothing|Womenswear,33.33,1.88,35.1883,yes,no,US,https://www.pietrobrunelli.it/en,https://www.pietrobrunelli.it/products/skin-reggiseno-bandeau-premaman-e-allattamento-beige | https://www.pietrobrunelli.it/products/skin-slip-premaman-beige | https://www.pietrobrunelli.it/products/skin-reggiseno-premaman-e-allattamento-beige,no,no,no,no,home_ok,,117277,55.0
request_to_join_p1_scrape_likely,175.9,Proviz US,provizsports.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Gadgets|Health & Beauty|Menswear|Sportswear|Womenswear,97.48,0.07,59.1174,yes,no,US,https://provizsports.com/en-us,https://provizsports.com/products/kids-reflective-active-kids-jacket | https://provizsports.com/products/reflective-active-20l-backpack | https://provizsports.com/products/reflective-hair-scrunchie,no,no,no,no,home_ok,,30483,65.0
request_to_join_p1_scrape_likely,175.9,Solbari Sun Protection (US),solbari.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Health & Beauty|Menswear|Sportswear|Womenswear,35.32,0.19,30.3032,yes,yes,US,https://www.solbari.com/,https://www.solbari.com/products/zip-polo-with-mesh | https://www.solbari.com/products/quarter-zip-top-with-mesh | https://www.solbari.com/products/the-weekender-panama-style-hat-upf-50,no,no,no,no,home_ok,,29951,65.0
maybe_join_manual_review_probe,175.7,Cronjager,cronjager.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Sports Equipment|Sportswear|Womenswear,73.33,0.05,0,yes,no,GB,https://cronjager.com,https://cronjager.com/products/espana-womens-relaxed-t-shirt | https://cronjager.com/products/italia-womens-relaxed-t-shirt | https://cronjager.com/products/deutschland-unisex-garment-dyed-heavyweight-t-shirt | https://cronjager.com/products/france-womens-relaxed-t-shirt | https://cronjager.com/products/deutschland-womens-relaxed-t-shirt,no,no,no,no,http_200;products_json_6,,98661,145.0
request_to_join_p1_scrape_likely,170.6,SWORLD Inc,swimwearworld.com,Stamped,yes,yes,general_womenswear,Clothing,Clothing|Clothing Accessories|Womenswear,73.08,0.05,42.1355,yes,yes,US,https://www.swimwearworld.com,https://www.swimwearworld.com/products/agua-bendita-lolita-alegria-bikini-21735-21719-450-3318 | https://www.swimwearworld.com/products/agua-bendita-valle-ilu-bikini-21716-21718-450-3317 | https://www.swimwearworld.com/products/agua-bendita-howy-avy-bikini-21715-21720-450-3316,no,no,no,no,home_ok,,97133,55.0
maybe_join_manual_review_probe,170.0,Popski,popskilondon.co.uk,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear|Womenswear,0.00,0.00,0,yes,yes,US,https://www.popskilondon.co.uk,https://www.popskilondon.co.uk/products/popski-london-parka-natural-faux | https://www.popskilondon.co.uk/products/popski-faux-fur-hip-length-white-jacket-copy | https://www.popskilondon.co.uk/products/popski-active-brown-trench,no,no,no,no,home_ok,,59173,145.0
request_to_join_p1_scrape_likely,170.0,JO+CO,shopjoandco.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.shopjoandco.com,https://www.shopjoandco.com/products/britton-chocolate-floral-maxi-dress | https://www.shopjoandco.com/products/norah-ivory-bow-front-tie-top | https://www.shopjoandco.com/products/judy-crossbody-black,no,no,no,no,home_ok,,63296,85.0
request_to_join_p2_scrape_probe,167.4,SILVERWIND,mysilverwind.com,Loox;Judge.me,yes,yes,bottoms_denim_active,Clothing,Clothing,79.85,0.07,49.3551,no,yes,US,https://www.mysilverwind.com/discount/helloSW20?redirect=%2Fcollections%2Ffullprice,https://www.mysilverwind.com/products/lotus-stardust-high-waisted-leggings | https://www.mysilverwind.com/products/lotus-stardust-backless-strappy-sports-bra | https://www.mysilverwind.com/products/phoenix-high-waisted-leggings,no,no,no,no,home_ok,,41180,65.0
request_to_join_p2_scrape_probe,167.0,Gia IRL inc,giairl.com,Yotpo,yes,yes,plus_curve,Clothing,Clothing,100.00,0.10,51.9841,no,yes,US,https://giairl.com,https://giairl.com/products/francesca-top | https://giairl.com/products/francesca-pant | https://giairl.com/products/briana-cargo-pant-in-denim,no,no,no,no,home_ok,,96905,60.0
maybe_join_manual_review_probe,165.0,Cota Group LLC (Jonny Cota/Skingraft),jonnycota.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,100.00,3.71,61.3708,no,yes,US,https://www.jonnycota.com,https://www.jonnycota.com/products/goa-jumpsuit-in-black | https://www.jonnycota.com/products/jonny-cota-x-salvage-city-monk-hoodie-copy | https://www.jonnycota.com/products/jonny-cota-x-salvag-city-royal-hoodie-copy,no,no,no,no,home_ok,,115355,110.0
request_to_join_p2_scrape_probe,165.0,KING SupportWear,kingsonly.co,Judge.me,yes,yes,bottoms_denim_active,Sportswear,Clothing|Sportswear,0.00,0.00,0,no,no,US,https://kingsonly.co/,https://kingsonly.co/products/king-cap | https://kingsonly.co/products/king-tee | https://kingsonly.co/products/king-hoodie,no,no,no,no,home_ok,,122794,90.0
request_to_join_p2_scrape_probe,165.0,Fig & Willow,shopfigandwillow.com,Judge.me,yes,yes,plus_curve;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shopfigandwillow.com,https://shopfigandwillow.com/products/drew-cropped-button-down | https://shopfigandwillow.com/products/favorite-daughter-classic-logo-baseball-hat-navy | https://shopfigandwillow.com/products/honeycomb-bracelet-silver,no,no,no,no,home_ok,,41558,80.0
maybe_join_manual_review_probe,162.3,AGOLDE,agolde.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Womenswear,65.71,0.21,42.1211,yes,yes,US,https://www.agolde.com,https://agolde.com/products/luka-jean-kismet | https://agolde.com/products/curren-double-sleeve-polo-trail | https://agolde.com/products/90s-jean-mid-rise-loose-fit-kismet,no,no,no,no,home_ok,,89849,120.0
maybe_join_manual_review_probe,161.8,Mentionables,shopmentionables.com,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,100.00,0.09,52.0188,no,yes,US,https://shopmentionables.com,,no,no,no,no,http_429;http_429,,68976,130.0
maybe_join_manual_review_probe,160.0,The Forever Agency LLC,shopleisureforever.com,unknown,unknown,yes,swim_shapewear;bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://shopleisureforever.com,,no,no,no,no,http_429;http_429,,46553,150.0
maybe_join_manual_review_probe,160.0,UFL Shop (US),shop.theufl.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Menswear|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://shop.theufl.com/,,no,no,no,no,http_200;http_404,,80777,145.0
maybe_join_manual_review_probe,160.0,GOLF CLUB BOUTIQUE,golfclub-boutique.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Menswear|Shoes|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://www.golfclub-boutique.com/,,no,no,no,no,fetch_error:URLError;fetch_error:URLError,,118869,145.0
maybe_join_manual_review_probe,160.0,Jackets4Racing (US),jackets4racing.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Sportswear|Womenswear,0.00,0.00,,yes,no,US,https://jackets4racing.com/,,no,no,no,no,http_429;http_429,,126823,145.0
maybe_join_manual_review_probe,160.0,Fifa Store US,store.fifa.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Menswear|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://store.fifa.com/en-us,,no,no,no,no,http_429;http_429,,37856,145.0
maybe_join_manual_review_probe,160.0,Stellar Equipment US,stellarequipment.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Menswear|Sports Equipment|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://www.stellarequipment.com/,,no,no,no,no,home_ok,,99081,145.0
request_to_join_p2_scrape_probe,160.0,YUASA Menswear,yuasastudios.com,Judge.me;Okendo;Loox;Yotpo,yes,yes,full_bust_lingerie;swim_shapewear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.yuasastudios.com,https://yuasastudios.com/products/classic-swim-brief-ponderosa-pine | https://yuasastudios.com/products/classic-swim-brief-blossom-rooibos-red | https://yuasastudios.com/products/classic-swim-brief-waveform-brown | https://yuasastudios.com/products/classic-swim-brief-waveform-green | https://yuasastudios.com/products/classic-swim-brief-waveform-blue,no,no,no,no,http_200;products_json_8,,91687,75.0
maybe_join_manual_review_probe,156.8,Underwear Expert,underwearexpert.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.09,52.3179,yes,yes,US,https://www.underwearexpert.com/?utm_source=sas&utm_medium=textlink&utm_content=ue,,no,no,no,no,not_probed,,71283,110.0
maybe_join_manual_review_probe,155.0,Thalo Denim,thalodenim.com,unknown,unknown,yes,bottoms_denim_active;plus_curve;general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://thalodenim.com,,no,no,no,no,http_429;http_429,,111876,145.0
maybe_join_manual_review_probe,155.0,"Bleacher Report, Inc. (US)",shop.bleacherreport.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Menswear|Sports Equipment|Sportswear|Womenswear,0.00,0.00,0,no,yes,US,https://shop.bleacherreport.com/,,no,no,no,no,http_200;products_json_invalid,,102883,145.0
maybe_join_manual_review_probe,155.0,"Panty Prop, Inc.",rubylove.com,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.rubylove.com/collections/teen-period-underwear?utm_source=shareasale&utm_medium=affiliate&utm_campaign=teen-underwear&utm_content=text-lin,https://www.rubylove.com/products/copy-of-period-swimwear-racerback-miami-vice | https://www.rubylove.com/products/copy-of-period-swimwear-racerback-lights-out | https://www.rubylove.com/products/womens-period-underwear-hipster-peach-morganite,no,no,no,no,home_ok,,58287,130.0
maybe_join_manual_review_probe,155.0,Colorfulkoala,colorfulkoala.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,1.98,61.1979,yes,yes,US,https://colorfulkoala.com,,no,no,no,no,not_probed,,97827,85.0
request_to_join_p2_scrape_probe,155.0,V Shred Threads (US),vshredthreads.com,Loox,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Health & Beauty|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://vshredthreads.com/,https://vshredthreads.com/products/essentials-set-essential-leggings-sports-bra | https://vshredthreads.com/products/v-shred®-classic-t-shirt | https://vshredthreads.com/products/yoga-mat,no,no,no,no,home_ok,,22048,65.0
maybe_join_manual_review_probe,154.2,SLATE SWIM,slateswim.com,unknown,unknown,yes,swim_shapewear;general_womenswear,Clothing,Clothing,100.00,0.21,53.5105,yes,yes,US,https://slateswim.com,https://slateswim.com/products/arden-top-chili | https://slateswim.com/products/alara-one-piece-maple | https://slateswim.com/products/alara-one-piece-black,no,no,no,no,home_ok,,97297,105.0
maybe_join_manual_review_probe,153.5,Step One US,us.stepone.life,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,92.56,0.50,71.0363,yes,no,US,https://us.stepone.life/,,no,no,no,no,not_probed,,30561,110.0
skip_existing_or_refresh_only,150.7,Petite Studio NYC,petitestudionyc.com,Stamped,yes,yes,petite_tall,Clothing,Clothing,25.61,0.03,18.3695,yes,yes,US,https://www.petitestudionyc.com,https://www.petitestudionyc.com/products/oversized-vintage-gold-leaf-earrings | https://www.petitestudionyc.com/products/elliot-cotton-shorts-white | https://www.petitestudionyc.com/products/elliot-cotton-shorts-serenity-blue,yes,yes,no,no,home_ok,,61277,45.0
maybe_join_manual_review_probe,150.6,SD Retail LLC,skarlettblue.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.53,61.0526,no,yes,US,https://skarlettblue.com,https://www.skarlettblue.com/collections/new-arrivals/products/skarlett-blue-entice-lace-balconette-bra-nocturnal-polka-dot | https://www.skarlettblue.com/products/skarlett-blue-entice-lace-balconette-bra-black-midnight | https://www.skarlettblue.com/products/skarlett-blue-entice-lace-balconette-bra-black-nylon,no,no,no,no,home_ok,,98285,110.0
maybe_join_manual_review_probe,150.0,TOP BRIDAL PTE. LTD,jjshouse.com,unknown,unknown,yes,plus_curve;petite_tall;dresses_formal,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.jjshouse.com,,no,no,no,no,fetch_error,,63656,140.0
request_to_join_p2_scrape_probe,150.0,hugmoom curtains,hugmoomcurtain.com,Judge.me,yes,yes,plus_curve,Home & Garden,Clothing|Clothing Accessories|DIY|Furniture & Soft Furnishings|Home & Garden,0.00,0.00,,yes,no,US,https://hugmoomcurtain.com/,https://hugmoomcurtain.com/products/luxury-4-piece-bedding-set-minimalist-modern-duvet-cover-with-striped-design | https://hugmoomcurtain.com/products/modern-minimalist-cream-bolster-pillow-covers-upscale-aesthetic-cylinder-cushion-cover-for-sofa-hotel | https://hugmoomcurtain.com/products/quiet-luxury-textured-neutral-throw-pillow-covers-vintage-resort-lumbar-cushion-for-sofa-bed,no,no,no,no,home_ok,,123074,60.0
maybe_join_manual_review_probe,148.2,MAÄT,maatactive.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing,100.00,0.91,60.2907,yes,yes,US,https://maatactive.com,,no,no,no,no,not_probed,,59655,85.0
maybe_join_manual_review_probe,147.6,NOVAHO INC,maamgic.com,unknown,unknown,yes,bottoms_denim_active,Clothing,Clothing|Menswear|Sportswear,65.83,0.97,46.3883,yes,yes,US,https://maamgic.com/?utm_source=AFF-awin&utm_medium=affiliate,,no,no,no,no,not_probed,,110944,90.0
maybe_join_manual_review_probe,145.9,HUSTLER Hollywood,hustlerhollywood.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,66.36,0.63,43.7866,no,yes,US,https://hustlerhollywood.com,,no,no,no,no,home_ok,,93759,110.0
maybe_join_manual_review_probe,145.8,Culprit Underwear,culpritunderwear.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.29,54.821,no,yes,US,https://culpritunderwear.com,,no,no,no,no,not_probed,,100029,110.0
maybe_join_manual_review_probe,145.6,ODDOBODY,oddobody.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.28,53.6253,no,yes,US,https://www.oddobody.com,https://oddobody.com/products/triangle-bra-petal | https://oddobody.com/products/high-waisted-french-cut-petal | https://oddobody.com/products/baby-tee-greige,no,no,no,no,home_ok,,79964,110.0
maybe_join_manual_review_probe,145.0,Chicago Bulls Official Store (US),shop.bulls.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Menswear|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://shop.bulls.com,,no,no,no,no,http_429;http_429,,80072,145.0
maybe_join_manual_review_probe,145.0,SpyderWare Inc.,spyderware.org,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Shoes|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://spyderware.org/,,no,no,no,no,http_429;http_429,,124806,145.0
maybe_join_manual_review_probe,145.0,Asmar Equestrian (US & Canada),asmarequestrian.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sports Equipment|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://www.asmarequestrian.com/,,no,no,no,no,http_429;http_429,,19653,145.0
maybe_join_manual_review_probe,145.0,Power Gym Store (US & CA),powergymstore.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://powergymstore.com/,,no,no,no,no,http_429;http_429,,34579,145.0
maybe_join_manual_review_probe,145.0,Affection Boulevard (US),affectionblvd.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Clothing Accessories|Shoes|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://www.affectionblvd.com/,,no,no,no,no,not_probed,,117815,145.0
maybe_join_manual_review_probe,145.0,Maxemblem,maxemblem.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,DIY,Clothing Accessories|DIY|Gadgets|Gifts & Flowers|Menswear|Office Supplies|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://maxemblem.com/,,no,no,no,no,not_probed,,116757,145.0
maybe_join_manual_review_probe,145.0,Addison Bay,addisonbay.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://addisonbay.com/,,no,no,no,no,not_probed,,125766,145.0
maybe_join_manual_review_probe,145.0,Real Madrid US,us.shop.realmadrid.com,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Menswear|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://us.shop.realmadrid.com/,,no,no,no,no,not_probed,,21964,145.0
maybe_join_manual_review_probe,145.0,Aurafit (US),aurafit.ai,unknown,unknown,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Menswear|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://aurafit.ai/,,no,no,no,no,not_probed,,116865,145.0
maybe_join_manual_review_probe,145.0,Apiece Apart,apieceapart.com,unknown,unknown,yes,bottoms_denim_active;dresses_formal;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.apieceapart.com,,no,no,no,no,not_probed,,92995,120.0
request_to_join_p2_scrape_probe,143.1,The Beaufort Bonnet Company,thebeaufortbonnetcompany.com,Okendo,yes,yes,general_womenswear,Clothing,Clothing,98.53,0.17,51.1786,yes,yes,US,https://www.thebeaufortbonnetcompany.com,https://www.thebeaufortbonnetcompany.com/products/cheryl-shorts-sunrise-blvd-blue-mini-gingham-with-worth-avenue-white-bows | https://www.thebeaufortbonnetcompany.com/products/prepletic-charlies-chinos-grantley-gray | https://www.thebeaufortbonnetcompany.com/products/prepletic-sheffield-shorts-grantley-gray,no,no,no,no,home_ok,,63400,20.0
maybe_join_manual_review_probe,142.8,KENT,wearkent.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.14,52.0217,no,yes,US,https://www.wearkent.com,,no,no,no,no,not_probed,,94353,110.0
maybe_join_manual_review_probe,142.8,Khalhon (US),khalhon.com,unknown,unknown,yes,bottoms_denim_active,Sportswear,Clothing|Sportswear,100.00,1.14,70.6084,no,yes,US,https://khalhon.com/,,no,no,no,no,not_probed,,123494,90.0
maybe_join_manual_review_probe,142.4,Good Good Golf (US),goodgoodgolf.com,unknown,unknown,yes,bottoms_denim_active,Sportswear,Clothing|Sports Equipment|Sportswear,100.00,1.12,74.4455,no,yes,US,https://goodgoodgolf.com/,,no,no,no,no,not_probed,,111552,90.0
maybe_join_manual_review_probe,142.3,Flycurvy,flycurvy.com,unknown,unknown,yes,plus_curve;dresses_formal;general_womenswear,Clothing,Clothing,85.71,0.01,39.9086,no,yes,US,https://www.flycurvy.com,https://www.flycurvy.com/products/flycurvy-plus-size-wedding-guest-navy-blue-chiffon-floral-print-wrap-flutter-sleeve-maxi-dress | https://www.flycurvy.com/products/flycurvy-plus-size-formal-black-chiffon-wrap-flutter-sleeve-asymmetrical-hem-maxi-dress | https://www.flycurvy.com/products/plus-size-casual-green-cotton-and-linen-drawstring-wide-leg-pants,no,no,no,no,home_ok,,97663,115.0
maybe_join_manual_review_probe,142.0,Paragon Sports (US),paragonsports.com,unknown,unknown,yes,bottoms_denim_active,Sportswear,Clothing|Sportswear,93.99,0.41,45.0705,yes,yes,US,https://www.paragonsports.com/,,no,no,no,no,not_probed,,118177,90.0
maybe_join_manual_review_probe,140.8,Cou Cou Intimates,coucouintimates.com,unknown,unknown,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.04,51.8787,no,yes,US,https://www.coucouintimates.com,https://coucouintimates.com/products/the-slip-skirt-2-pack-black-white-pointelle | https://coucouintimates.com/products/the-rina-tee-2-pack-black-white-cotton-jersey | https://coucouintimates.com/products/the-pantaloon-black,no,no,no,no,home_ok,,51395,110.0
maybe_join_manual_review_probe,140.0,Rhyle Swim (US),rhyleswim.com,unknown,unknown,yes,swim_shapewear;general_womenswear,Womenswear,Womenswear,0.00,0.00,0,no,no,US,https://rhyleswim.com/,,no,no,no,no,not_probed,,115883,140.0
